Date,Team,Quarter 1,Quarter 2,Quarter 3,Quarter 4
"Wednesday, March 9, 2022",Bulls,25,28,31,30
"Wednesday, March 9, 2022",Pistons,26,30,35,17
"Wednesday, March 9, 2022",Suns,29,28,34,20
"Wednesday, March 9, 2022",Heat,27,28,19,16
"Wednesday, March 9, 2022",Hawks,26,28,32,29
"Wednesday, March 9, 2022",Bucks,37,31,25,31
"Wednesday, March 9, 2022",Lakers,38,25,35,22
"Wednesday, March 9, 2022",Rockets,32,36,29,23
"Wednesday, March 9, 2022",Thunder,21,26,32,23
"Wednesday, March 9, 2022",Timberwolves,32,42,27,31
"Wednesday, March 9, 2022",Magic,30,26,25,27
"Wednesday, March 9, 2022",Pelicans,17,24,32,29
"Wednesday, March 9, 2022",Knicks,31,30,22,24
"Wednesday, March 9, 2022",Mavericks,17,17,31,12
"Wednesday, March 9, 2022",Raptors,34,24,33,28
"Wednesday, March 9, 2022",Spurs,29,32,23,20
"Wednesday, March 9, 2022",Trail Blazers,15,20,14,36
"Wednesday, March 9, 2022",Jazz,33,30,33,27
"Wednesday, March 9, 2022",Nuggets,32,31,17,26
"Wednesday, March 9, 2022",Kings,29,22,26,23
"Wednesday, March 9, 2022",Wizards,29,26,30,24
"Wednesday, March 9, 2022",Clippers,28,29,26,32
"Thursday, March 10, 2022",Nets,40,32,30,27
"Thursday, March 10, 2022",76ers,23,28,19,30
"Thursday, March 10, 2022",Warriors,30,21,37,25
"Thursday, March 10, 2022",Nuggets,29,31,24,18
"Friday, March 11, 2022",Timberwolves,36,29,28,17
"Friday, March 11, 2022",Magic,24,36,37,21
"Friday, March 11, 2022",Clippers,24,35,26,21
"Friday, March 11, 2022",Hawks,33,27,30,22
"Friday, March 11, 2022",Pistons,34,28,28,13
"Friday, March 11, 2022",Celtics,32,29,31,22
"Friday, March 11, 2022",Cavaliers,18,39,15,33
"Friday, March 11, 2022",Heat,28,30,27,32
"Friday, March 11, 2022",Mavericks,31,36,29,17
"Friday, March 11, 2022",Rockets,23,21,28,28
"Friday, March 11, 2022",Knicks,30,26,40,18
"Friday, March 11, 2022",Grizzlies,34,27,26,31
"Friday, March 11, 2022",Hornets,25,36,42,39
"Friday, March 11, 2022",Pelicans,24,31,27,38
"Friday, March 11, 2022",Jazz,33,26,15,28
"Friday, March 11, 2022",Spurs,30,20,14,40
"Friday, March 11, 2022",Raptors,30,26,40,21
"Friday, March 11, 2022",Suns,24,28,30,30
"Friday, March 11, 2022",Wizards,26,33,23,27
"Friday, March 11, 2022",Lakers,26,26,37,33
"Saturday, March 12, 2022",Timberwolves,30,25,34,24
"Saturday, March 12, 2022",Heat,25,42,19,18
"Saturday, March 12, 2022",Cavaliers,22,20,24,25
"Saturday, March 12, 2022",Bulls,24,29,24,24
"Saturday, March 12, 2022",Pacers,34,37,26,22
"Saturday, March 12, 2022",Spurs,26,38,18,26
"Saturday, March 12, 2022",Bucks,28,30,26,25
"Saturday, March 12, 2022",Warriors,28,39,36,19
"Saturday, March 12, 2022",Raptors,28,37,28,34
"Saturday, March 12, 2022",Nuggets,25,38,36,16
"Saturday, March 12, 2022",Kings,42,25,21,37
"Saturday, March 12, 2022",Jazz,37,34,29,34
"Saturday, March 12, 2022",Wizards,26,28,37,27
"Saturday, March 12, 2022",Trail Blazers,38,34,31,24
"Sunday, March 13, 2022",Knicks,30,30,23,24
"Sunday, March 13, 2022",Nets,35,27,26,22
"Sunday, March 13, 2022",Clippers,16,23,31,36
"Sunday, March 13, 2022",Pistons,24,29,19,30
"Sunday, March 13, 2022",Mavericks,18,20,38,19
"Sunday, March 13, 2022",Celtics,20,27,26,19
"Sunday, March 13, 2022",76ers,24,23,27,30
"Sunday, March 13, 2022",Magic,29,30,21,24
"Sunday, March 13, 2022",Pacers,28,31,33,36
"Sunday, March 13, 2022",Hawks,37,40,28,26
"Sunday, March 13, 2022",Rockets,32,23,17,33
"Sunday, March 13, 2022",Pelicans,29,39,30,32
"Sunday, March 13, 2022",Grizzlies,38,23,34,30
"Sunday, March 13, 2022",Thunder,26,28,25,39
"Sunday, March 13, 2022",Lakers,22,34,34,21
"Sunday, March 13, 2022",Suns,48,31,40,21
"Monday, March 14, 2022",Clippers,27,30,24,25
"Monday, March 14, 2022",Cavaliers,33,23,31,19
"Monday, March 14, 2022",Trail Blazers,34,33,17,29
"Monday, March 14, 2022",Hawks,29,29,31,33
"Monday, March 14, 2022",Nuggets,22,31,28,33
"Monday, March 14, 2022",76ers,37,21,30,22
"Monday, March 14, 2022",Hornets,29,36,37,32
"Monday, March 14, 2022",Thunder,41,23,27,25
"Monday, March 14, 2022",Timberwolves,40,35,46,28
"Monday, March 14, 2022",Spurs,32,41,33,33
"Monday, March 14, 2022",Wizards,30,27,27,28
"Monday, March 14, 2022",Warriors,33,40,28,25
"Monday, March 14, 2022",Bulls,17,26,34,26
"Monday, March 14, 2022",Kings,27,36,25,24
"Monday, March 14, 2022",Bucks,37,31,21,28
"Monday, March 14, 2022",Jazz,39,20,34,18
"Monday, March 14, 2022",Raptors,33,25,33,23
"Monday, March 14, 2022",Lakers,12,28,31,32
"Tuesday, March 15, 2022",Grizzlies,32,42,30,31
"Tuesday, March 15, 2022",Pacers,25,24,21,32
"Tuesday, March 15, 2022",Nets,48,38,30,34
"Tuesday, March 15, 2022",Magic,30,26,33,19
"Tuesday, March 15, 2022",Pistons,22,29,22,25
"Tuesday, March 15, 2022",Heat,29,28,11,37
"Tuesday, March 15, 2022",Suns,33,34,31,33
"Tuesday, March 15, 2022",Pelicans,29,30,26,30
"Wednesday, March 16, 2022",Hawks,33,34,18,21
"Wednesday, March 16, 2022",Hornets,29,33,23,31
"Wednesday, March 16, 2022",76ers,30,42,13,33
"Wednesday, March 16, 2022",Cavaliers,23,36,31,24
"Wednesday, March 16, 2022",Nuggets,34,39,31,23
"Wednesday, March 16, 2022",Wizards,28,24,29,28
"Wednesday, March 16, 2022",Mavericks,23,35,21,34
"Wednesday, March 16, 2022",Nets,30,31,30,20
"Wednesday, March 16, 2022",Trail Blazers,29,26,19,24
"Wednesday, March 16, 2022",Knicks,37,29,28,34
"Wednesday, March 16, 2022",Suns,35,24,36,34
"Wednesday, March 16, 2022",Rockets,31,27,24,30
"Wednesday, March 16, 2022",Lakers,17,29,31,27
"Wednesday, March 16, 2022",Timberwolves,31,36,19,38
"Wednesday, March 16, 2022",Thunder,29,27,35,29
"Wednesday, March 16, 2022",Spurs,37,31,30,24
"Wednesday, March 16, 2022",Bulls,27,22,32,29
"Wednesday, March 16, 2022",Jazz,27,27,35,36
"Wednesday, March 16, 2022",Celtics,23,25,31,31
"Wednesday, March 16, 2022",Warriors,17,15,37,19
"Wednesday, March 16, 2022",Bucks,28,40,33,34
"Wednesday, March 16, 2022",Kings,31,30,31,34
"Wednesday, March 16, 2022",Raptors,28,26,24,25
"Wednesday, March 16, 2022",Clippers,26,18,30,26
"Thursday, March 17, 2022",Pistons,37,36,33,28
"Thursday, March 17, 2022",Magic,39,23,32,26
"Friday, March 18, 2022",Mavericks,27,26,23,25
"Friday, March 18, 2022",76ers,26,32,26,27
"Friday, March 18, 2022",Wizards,28,19,19,31
"Friday, March 18, 2022",Knicks,22,32,21,25
"Friday, March 18, 2022",Lakers,33,26,29,28
"Friday, March 18, 2022",Raptors,30,25,34,27
"Friday, March 18, 2022",Grizzlies,27,21,24,33
"Friday, March 18, 2022",Hawks,34,33,24,29
"Friday, March 18, 2022",Trail Blazers,33,42,26,22
"Friday, March 18, 2022",Nets,34,28,39,27
"Friday, March 18, 2022",Nuggets,29,34,24,20
"Friday, March 18, 2022",Cavaliers,31,21,26,29
"Friday, March 18, 2022",Thunder,26,28,25,29
"Friday, March 18, 2022",Heat,27,42,34,17
"Friday, March 18, 2022",Pacers,28,33,22,38
"Friday, March 18, 2022",Rockets,32,24,39,23
"Friday, March 18, 2022",Pelicans,35,29,31,29
"Friday, March 18, 2022",Spurs,10,23,24,34
"Friday, March 18, 2022",Clippers,20,14,24,34
"Friday, March 18, 2022",Jazz,30,41,24,26
"Friday, March 18, 2022",Celtics,32,35,25,34
"Friday, March 18, 2022",Kings,26,22,31,18
"Friday, March 18, 2022",Bulls,27,21,24,30
"Friday, March 18, 2022",Suns,30,31,34,34
"Saturday, March 19, 2022",Bucks,28,28,26,37
"Saturday, March 19, 2022",Timberwolves,34,34,38,32
"Saturday, March 19, 2022",Mavericks,24,28,28,28
"Saturday, March 19, 2022",Hornets,35,26,41,27
"Saturday, March 19, 2022",Pistons,27,33,21,28
"Saturday, March 19, 2022",Cavaliers,28,27,27,31
"Saturday, March 19, 2022",Lakers,36,31,32,20
"Saturday, March 19, 2022",Wizards,26,32,35,34
"Sunday, March 20, 2022",Trail Blazers,22,26,34,16
"Sunday, March 20, 2022",Pacers,35,34,25,35
"Sunday, March 20, 2022",Grizzlies,30,26,28,38
"Sunday, March 20, 2022",Rockets,21,23,27,27
"Sunday, March 20, 2022",Pelicans,35,25,31,26
"Sunday, March 20, 2022",Hawks,18,32,26,36
"Sunday, March 20, 2022",Thunder,25,18,21,21
"Sunday, March 20, 2022",Magic,31,14,17,28
"Sunday, March 20, 2022",Suns,22,27,34,27
"Sunday, March 20, 2022",Kings,26,33,28,23
"Sunday, March 20, 2022",Jazz,26,34,25,23
"Sunday, March 20, 2022",Knicks,31,22,20,20
"Sunday, March 20, 2022",Celtics,33,35,30,26
"Sunday, March 20, 2022",Nuggets,27,16,32,29
"Sunday, March 20, 2022",Raptors,27,30,12,24
"Sunday, March 20, 2022",76ers,37,17,20,14
"Sunday, March 20, 2022",Spurs,36,27,20,27
"Sunday, March 20, 2022",Warriors,22,35,27,24
"Monday, March 21, 2022",Pelicans,22,27,35,19
"Monday, March 21, 2022",Hornets,19,24,35,28
"Monday, March 21, 2022",Lakers,28,39,29,35
"Monday, March 21, 2022",Cavaliers,35,27,35,23
"Monday, March 21, 2022",Trail Blazers,29,38,29,23
"Monday, March 21, 2022",Pistons,22,30,36,27
"Monday, March 21, 2022",Heat,32,24,22,28
"Monday, March 21, 2022",76ers,26,31,23,33
"Monday, March 21, 2022",Jazz,28,23,24,31
"Monday, March 21, 2022",Nets,25,28,38,23
"Monday, March 21, 2022",Raptors,24,31,18,26
"Monday, March 21, 2022",Bulls,30,24,30,29
"Monday, March 21, 2022",Wizards,39,24,20,14
"Monday, March 21, 2022",Rockets,26,25,29,35
"Monday, March 21, 2022",Celtics,38,27,43,24
"Monday, March 21, 2022",Thunder,21,30,33,39
"Monday, March 21, 2022",Timberwolves,29,25,27,27
"Monday, March 21, 2022",Mavericks,23,37,26,24
"Tuesday, March 22, 2022",Warriors,17,21,36,16
"Tuesday, March 22, 2022",Magic,25,21,19,29
"Tuesday, March 22, 2022",Hawks,30,34,23,30
"Tuesday, March 22, 2022",Knicks,34,24,31,22
"Tuesday, March 22, 2022",Bulls,20,23,26,29
"Tuesday, March 22, 2022",Bucks,33,26,32,35
"Tuesday, March 22, 2022",Clippers,27,34,27,27
"Tuesday, March 22, 2022",Nuggets,37,35,27,28
"Wednesday, March 23, 2022",Knicks,40,29,30,22
"Wednesday, March 23, 2022",Hornets,24,32,31,19
"Wednesday, March 23, 2022",Hawks,31,20,27,23
"Wednesday, March 23, 2022",Pistons,26,33,34,29
"Wednesday, March 23, 2022",Kings,37,29,19,25
"Wednesday, March 23, 2022",Pacers,34,27,28,20
"Wednesday, March 23, 2022",Jazz,24,21,23,29
"Wednesday, March 23, 2022",Celtics,39,29,25,32
"Wednesday, March 23, 2022",Warriors,23,27,31,37
"Wednesday, March 23, 2022",Heat,23,27,30,24
"Wednesday, March 23, 2022",Nets,32,30,42,16
"Wednesday, March 23, 2022",Grizzlies,40,36,27,29
"Wednesday, March 23, 2022",Suns,25,26,32,42
"Wednesday, March 23, 2022",Timberwolves,30,34,24,28
"Wednesday, March 23, 2022",Magic,34,19,21,28
"Wednesday, March 23, 2022",Thunder,26,34,24,34
"Wednesday, March 23, 2022",Rockets,21,32,19,19
"Wednesday, March 23, 2022",Mavericks,25,27,30,28
"Wednesday, March 23, 2022",76ers,27,34,32,33
"Wednesday, March 23, 2022",Lakers,30,22,39,30
"Wednesday, March 23, 2022",Spurs,45,36,33,19
"Wednesday, March 23, 2022",Trail Blazers,27,26,28,15
"Thursday, March 24, 2022",Cavaliers,17,31,27,29
"Thursday, March 24, 2022",Raptors,25,33,25,34
"Thursday, March 24, 2022",Pacers,23,25,23,32
"Thursday, March 24, 2022",Grizzlies,44,30,33,26
"Thursday, March 24, 2022",Wizards,13,29,24,36
"Thursday, March 24, 2022",Bucks,32,28,32,22
"Thursday, March 24, 2022",Bulls,39,23,23,24
"Thursday, March 24, 2022",Pelicans,31,32,23,40
"Thursday, March 24, 2022",Suns,31,35,38,36
"Thursday, March 24, 2022",Nuggets,31,37,38,24
"Friday, March 25, 2022",Jazz,24,27,27,23
"Friday, March 25, 2022",Hornets,23,31,23,30
"Friday, March 25, 2022",Wizards,25,35,19,21
"Friday, March 25, 2022",Pistons,24,20,26,27
"Friday, March 25, 2022",Warriors,42,25,16,27
"Friday, March 25, 2022",Hawks,36,33,32,20
"Friday, March 25, 2022",Knicks,25,24,24,38
"Friday, March 25, 2022",Heat,32,26,30,15
"Friday, March 25, 2022",Mavericks,22,28,17,28
"Friday, March 25, 2022",Timberwolves,26,35,28,27
"Friday, March 25, 2022",Rockets,35,31,30,29
"Friday, March 25, 2022",Trail Blazers,22,31,29,24
"Friday, March 25, 2022",76ers,35,29,29,29
"Friday, March 25, 2022",Clippers,19,24,28,26
"Saturday, March 26, 2022",Spurs,22,36,26,23
"Saturday, March 26, 2022",Pelicans,32,25,27,19
"Saturday, March 26, 2022",Kings,41,25,15,24
"Saturday, March 26, 2022",Magic,28,34,22,21
"Saturday, March 26, 2022",Pacers,21,25,24,21
"Saturday, March 26, 2022",Raptors,41,33,22,35
"Saturday, March 26, 2022",Bulls,28,25,22,23
"Saturday, March 26, 2022",Cavaliers,16,19,28,31
"Saturday, March 26, 2022",Nets,27,40,29,14
"Saturday, March 26, 2022",Heat,25,21,22,27
"Saturday, March 26, 2022",Bucks,28,18,33,23
"Saturday, March 26, 2022",Grizzlies,32,27,39,29
"Saturday, March 26, 2022",Thunder,25,24,27,31
"Saturday, March 26, 2022",Nuggets,32,26,29,26
"Saturday, March 26, 2022",Rockets,24,36,25,30
"Saturday, March 26, 2022",Trail Blazers,28,32,18,20
"Sunday, March 27, 2022",Knicks,34,25,21,24
"Sunday, March 27, 2022",Pistons,22,25,32,23
"Sunday, March 27, 2022",Timberwolves,30,19,31,32
"Sunday, March 27, 2022",Celtics,34,38,34,28
"Sunday, March 27, 2022",Warriors,24,27,30,34
"Sunday, March 27, 2022",Wizards,28,31,33,31
"Sunday, March 27, 2022",76ers,39,25,22,18
"Sunday, March 27, 2022",Suns,37,23,31,23
"Sunday, March 27, 2022",Lakers,31,38,25,14
"Sunday, March 27, 2022",Pelicans,23,26,41,26
"Sunday, March 27, 2022",Hornets,26,30,37,26
"Sunday, March 27, 2022",Nets,32,28,29,21
"Sunday, March 27, 2022",Jazz,29,30,20,21
"Sunday, March 27, 2022",Mavericks,21,37,32,24
"Monday, March 28, 2022",Nuggets,32,24,37,20
"Monday, March 28, 2022",Hornets,30,27,27,25
"Monday, March 28, 2022",Magic,22,31,27,21
"Monday, March 28, 2022",Cavaliers,27,33,21,26
"Monday, March 28, 2022",Hawks,44,30,28,30
"Monday, March 28, 2022",Pacers,30,33,27,33
"Monday, March 28, 2022",Kings,19,22,27,32
"Monday, March 28, 2022",Heat,31,26,36,30
"Monday, March 28, 2022",Bulls,28,22,25,29
"Monday, March 28, 2022",Knicks,24,29,28,28
"Monday, March 28, 2022",Celtics,38,20,22,26
"Monday, March 28, 2022",Raptors,30,29,21,26
"Monday, March 28, 2022",Spurs,39,28,29,27
"Monday, March 28, 2022",Rockets,31,24,29,36
"Monday, March 28, 2022",Warriors,16,21,30,28
"Monday, March 28, 2022",Grizzlies,20,43,32,28
"Monday, March 28, 2022",Thunder,34,24,23,34
"Monday, March 28, 2022",Trail Blazers,28,33,28,26
"Tuesday, March 29, 2022",Bucks,27,24,30,37
"Tuesday, March 29, 2022",76ers,24,37,28,27
"Tuesday, March 29, 2022",Bulls,28,23,24,32
"Tuesday, March 29, 2022",Wizards,23,23,27,21
"Tuesday, March 29, 2022",Pistons,35,29,30,29
"Tuesday, March 29, 2022",Nets,33,25,38,34
"Tuesday, March 29, 2022",Lakers,25,31,28,26
"Tuesday, March 29, 2022",Mavericks,43,39,31,15
"Tuesday, March 29, 2022",Jazz,32,29,33,21
"Tuesday, March 29, 2022",Clippers,14,34,34,39
"Wednesday, March 30, 2022",Mavericks,34,27,39,20
"Wednesday, March 30, 2022",Cavaliers,30,37,22,23
"Wednesday, March 30, 2022",Nuggets,43,26,22,34
"Wednesday, March 30, 2022",Pacers,15,38,38,27
"Wednesday, March 30, 2022",Magic,35,21,23,31
"Wednesday, March 30, 2022",Wizards,28,30,28,41
"Wednesday, March 30, 2022",Heat,25,28,26,27
"Wednesday, March 30, 2022",Celtics,29,23,31,15
"Wednesday, March 30, 2022",Hornets,29,29,33,34
"Wednesday, March 30, 2022",Knicks,31,24,28,31
"Wednesday, March 30, 2022",Timberwolves,30,30,22,20
"Wednesday, March 30, 2022",Raptors,20,42,35,28
"Wednesday, March 30, 2022",Kings,28,44,32,17
"Wednesday, March 30, 2022",Rockets,39,27,37,15
"Wednesday, March 30, 2022",Hawks,42,43,30,21
"Wednesday, March 30, 2022",Thunder,24,34,31,29
"Wednesday, March 30, 2022",Grizzlies,31,34,28,19
"Wednesday, March 30, 2022",Spurs,27,25,34,25
"Wednesday, March 30, 2022",Suns,29,21,27,30
"Wednesday, March 30, 2022",Warriors,32,16,27,28
"Wednesday, March 30, 2022",Pelicans,32,19,34,32
"Wednesday, March 30, 2022",Trail Blazers,36,18,28,25
"Thursday, March 31, 2022",76ers,25,29,25,15
"Thursday, March 31, 2022",Pistons,20,30,23,29
"Thursday, March 31, 2022",Bucks,23,33,31,23
"Thursday, March 31, 2022",Nets,30,30,26,24
"Thursday, March 31, 2022",Cavaliers,28,25,22,32
"Thursday, March 31, 2022",Hawks,36,30,34,31
"Thursday, March 31, 2022",Clippers,32,27,33,26
"Thursday, March 31, 2022",Bulls,22,28,32,36
"Thursday, March 31, 2022",Lakers,28,27,30,24
"Thursday, March 31, 2022",Jazz,34,32,33,23
"Friday, April 1, 2022",Raptors,29,30,26,17
"Friday, April 1, 2022",Magic,23,23,17,26
"Friday, April 1, 2022",Mavericks,30,23,25,25
"Friday, April 1, 2022",Wizards,41,26,27,41
"Friday, April 1, 2022",Pacers,28,33,30,32
"Friday, April 1, 2022",Celtics,37,31,28,32
"Friday, April 1, 2022",Kings,26,31,29,36
"Friday, April 1, 2022",Rockets,41,21,29,26
"Friday, April 1, 2022",Suns,23,27,33,31
"Friday, April 1, 2022",Grizzlies,34,20,30,38
"Friday, April 1, 2022",Clippers,34,39,41,39
"Friday, April 1, 2022",Bucks,30,32,26,31
"Friday, April 1, 2022",Pistons,21,34,28,27
"Friday, April 1, 2022",Thunder,20,32,14,35
"Friday, April 1, 2022",Trail Blazers,29,20,32,30
"Friday, April 1, 2022",Spurs,34,43,24,29
"Friday, April 1, 2022",Timberwolves,40,30,28,38
"Friday, April 1, 2022",Nuggets,35,30,29,36
"Friday, April 1, 2022",Pelicans,30,20,36,28
"Friday, April 1, 2022",Lakers,25,25,37,24
"Saturday, April 2, 2022",Hornets,26,27,27,34
"Saturday, April 2, 2022",76ers,29,29,45,41
"Saturday, April 2, 2022",Cavaliers,39,29,34,17
"Saturday, April 2, 2022",Knicks,30,30,25,16
"Saturday, April 2, 2022",Nets,30,20,37,28
"Saturday, April 2, 2022",Hawks,28,37,29,28
"Saturday, April 2, 2022",Heat,31,35,32,29
"Saturday, April 2, 2022",Bulls,30,27,22,30
"Saturday, April 2, 2022",Jazz,30,28,29,20
"Saturday, April 2, 2022",Warriors,23,22,36,30
"Sunday, April 3, 2022",Wizards,22,37,20,23
"Sunday, April 3, 2022",Celtics,35,35,34,40
"Sunday, April 3, 2022",Mavericks,25,32,33,28
"Sunday, April 3, 2022",Bucks,33,22,32,25
"Sunday, April 3, 2022",Nuggets,24,38,33,34
"Sunday, April 3, 2022",Lakers,28,33,33,24
"Sunday, April 3, 2022",Pistons,38,24,36,23
"Sunday, April 3, 2022",Pacers,34,32,25,26
"Sunday, April 3, 2022",76ers,21,28,32,31
"Sunday, April 3, 2022",Cavaliers,23,32,25,28
"Sunday, April 3, 2022",Knicks,29,28,37,24
"Sunday, April 3, 2022",Magic,20,27,15,26
"Sunday, April 3, 2022",Heat,28,17,34,35
"Sunday, April 3, 2022",Raptors,34,21,23,31
"Sunday, April 3, 2022",Timberwolves,42,38,36,23
"Sunday, April 3, 2022",Rockets,32,36,24,40
"Sunday, April 3, 2022",Suns,27,26,22,21
"Sunday, April 3, 2022",Thunder,20,32,32,33
"Sunday, April 3, 2022",Trail Blazers,23,33,16,20
"Sunday, April 3, 2022",Spurs,26,22,34,31
"Sunday, April 3, 2022",Warriors,28,34,19,28
"Sunday, April 3, 2022",Kings,14,28,25,23
"Sunday, April 3, 2022",Pelicans,31,13,27,29
"Sunday, April 3, 2022",Clippers,37,29,26,27
"Tuesday, April 5, 2022",76ers,33,49,25,24
"Tuesday, April 5, 2022",Pacers,31,28,40,23
"Tuesday, April 5, 2022",Cavaliers,36,25,25,29
"Tuesday, April 5, 2022",Magic,35,24,32,29
"Tuesday, April 5, 2022",Rockets,25,22,27,31
"Tuesday, April 5, 2022",Nets,30,34,26,28
"Tuesday, April 5, 2022",Hornets,32,28,37,18
"Tuesday, April 5, 2022",Heat,29,41,32,42
"Tuesday, April 5, 2022",Hawks,31,21,31,25
"Tuesday, April 5, 2022",Raptors,27,29,33,29
"Tuesday, April 5, 2022",Bucks,26,32,38,31
"Tuesday, April 5, 2022",Bulls,20,26,36,24
"Tuesday, April 5, 2022",Wizards,35,32,34,31
"Tuesday, April 5, 2022",Timberwolves,38,28,27,21
"Tuesday, April 5, 2022",Trail Blazers,27,27,28,12
"Tuesday, April 5, 2022",Thunder,29,19,19,31
"Tuesday, April 5, 2022",Spurs,32,32,21,31
"Tuesday, April 5, 2022",Nuggets,30,14,35,18
"Tuesday, April 5, 2022",Grizzlies,19,31,33,27
"Tuesday, April 5, 2022",Jazz,24,26,33,27
"Tuesday, April 5, 2022",Pelicans,27,33,35,28
"Tuesday, April 5, 2022",Kings,25,32,27,25
"Tuesday, April 5, 2022",Lakers,31,27,22,30
"Tuesday, April 5, 2022",Suns,28,35,35,23
"Wednesday, April 6, 2022",Mavericks,32,33,34,32
"Wednesday, April 6, 2022",Pistons,34,24,28,27
"Wednesday, April 6, 2022",Nets,25,25,22,38
"Wednesday, April 6, 2022",Knicks,29,38,15,16
"Wednesday, April 6, 2022",Wizards,31,34,18,20
"Wednesday, April 6, 2022",Hawks,40,27,28,23
"Wednesday, April 6, 2022",Celtics,32,35,24,26
"Wednesday, April 6, 2022",Bulls,19,32,16,27
"Wednesday, April 6, 2022",Thunder,31,27,27,16
"Wednesday, April 6, 2022",Jazz,41,30,35,31
"Wednesday, April 6, 2022",Suns,22,9,30,48
"Wednesday, April 6, 2022",Clippers,26,34,27,26
"Thursday, April 7, 2022",Magic,28,22,32,19
"Thursday, April 7, 2022",Hornets,30,40,27,31
"Thursday, April 7, 2022",76ers,33,27,25,29
"Thursday, April 7, 2022",Raptors,26,30,31,32
"Thursday, April 7, 2022",Celtics,29,30,38,24
"Thursday, April 7, 2022",Bucks,36,33,33,25
"Thursday, April 7, 2022",Spurs,35,22,25,39
"Thursday, April 7, 2022",Timberwolves,30,34,33,30
"Thursday, April 7, 2022",Trail Blazers,28,24,24,18
"Thursday, April 7, 2022",Pelicans,33,32,36,26
"Thursday, April 7, 2022",Grizzlies,30,23,25,31
"Thursday, April 7, 2022",Nuggets,34,36,35,17
"Thursday, April 7, 2022",Lakers,32,30,22,28
"Thursday, April 7, 2022",Warriors,27,38,26,37
"Friday, April 8, 2022",Bucks,30,26,34,41
"Friday, April 8, 2022",Pistons,8,30,30,33
"Friday, April 8, 2022",Knicks,23,36,35,20
"Friday, April 8, 2022",Wizards,31,19,22,20
"Friday, April 8, 2022",Cavaliers,19,35,34,19
"Friday, April 8, 2022",Nets,34,28,21,35
"Friday, April 8, 2022",Rockets,36,30,29,20
"Friday, April 8, 2022",Raptors,20,37,28,32
"Friday, April 8, 2022",Hawks,22,39,26,22
"Friday, April 8, 2022",Heat,24,32,35,22
"Friday, April 8, 2022",Hornets,39,40,32,22
"Friday, April 8, 2022",Bulls,30,21,32,34
"Friday, April 8, 2022",Trail Blazers,13,31,25,9
"Friday, April 8, 2022",Mavericks,36,32,39,21
"Friday, April 8, 2022",Suns,30,24,21,36
"Friday, April 8, 2022",Jazz,24,33,35,13
"Friday, April 8, 2022",Thunder,28,24,30,19
"Friday, April 8, 2022",Lakers,27,29,34,30
"Saturday, April 9, 2022",Pacers,23,31,36,30
"Saturday, April 9, 2022",76ers,37,29,34,33
"Saturday, April 9, 2022",Pelicans,18,29,33,34
"Saturday, April 9, 2022",Grizzlies,30,34,55,22
"Saturday, April 9, 2022",Warriors,23,31,24,22
"Saturday, April 9, 2022",Spurs,21,23,27,23
"Saturday, April 9, 2022",Kings,16,29,26,27
"Saturday, April 9, 2022",Clippers,31,28,33,25
"Sunday, April 10, 2022",Pacers,29,31,34,32
"Sunday, April 10, 2022",Nets,41,35,27,31
"Sunday, April 10, 2022",Wizards,29,25,28,26
"Sunday, April 10, 2022",Hornets,32,24,33,35
"Sunday, April 10, 2022",Bucks,20,26,33,36
"Sunday, April 10, 2022",Cavaliers,46,33,32,22
"Sunday, April 10, 2022",Hawks,35,38,29,28
"Sunday, April 10, 2022",Rockets,24,35,32,23
"Sunday, April 10, 2022",Celtics,32,40,32,35
"Sunday, April 10, 2022",Grizzlies,25,24,30,31
"Sunday, April 10, 2022",Raptors,22,26,24,22
"Sunday, April 10, 2022",Knicks,31,20,22,32
"Sunday, April 10, 2022",Heat,31,28,29,23
"Sunday, April 10, 2022",Magic,31,37,33,24
"Sunday, April 10, 2022",Pistons,30,30,28,18
"Sunday, April 10, 2022",76ers,36,26,31,25
"Sunday, April 10, 2022",Bulls,33,37,27,27
"Sunday, April 10, 2022",Timberwolves,21,26,40,33
"Sunday, April 10, 2022",Spurs,29,30,23,38
"Sunday, April 10, 2022",Mavericks,28,31,38,33
"Sunday, April 10, 2022",Lakers,36,33,26,40
"Sunday, April 10, 2022",Nuggets,33,36,39,27
"Sunday, April 10, 2022",Thunder,18,33,16,21
"Sunday, April 10, 2022",Clippers,39,27,29,43
"Sunday, April 10, 2022",Warriors,27,41,21,39
"Sunday, April 10, 2022",Pelicans,26,22,28,31
"Sunday, April 10, 2022",Kings,33,34,19,30
"Sunday, April 10, 2022",Suns,24,27,26,32
"Sunday, April 10, 2022",Jazz,16,36,26,33
"Sunday, April 10, 2022",Trail Blazers,19,21,16,24
